Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr6,20915900,20916000,4.666666666666667,28.0,6.0
Chr13,21676800,21676900,5.6,28.0,5.0
Chr1,48797600,48797700,4.3076923076923075,28.0,6.5
Chr2,38278800,38278900,2.24,28.0,12.5
Chr5,13848500,13848600,28.0,28.0,1.0
Chr5,15594000,15594100,5.6,28.0,5.0
Chr3,19365600,19365700,28.0,28.0,1.0
Chr1,41969100,41969200,6.222222222222222,28.0,4.5
Chr6,2030400,2030500,4.0,28.0,7.0
Chr9,14433100,14433200,14.0,28.0,2.0
Chr13,23720300,23720400,3.5,28.0,8.0
Chr8,18453100,18453200,14.0,28.0,2.0
Chr6,1646400,1646500,3.5,28.0,8.0
Chr4,27505800,27505900,8.0,28.0,3.5
Chr9,26738300,26738400,11.2,28.0,2.5
Chr6,1341600,1341700,4.666666666666667,28.0,6.0
Chr14,373500,373600,14.0,28.0,2.0
Chr3,11708400,11708500,7.0,28.0,4.0
Chr9,426200,426300,5.6,28.0,5.0
Chr14,9641400,9641500,5.6,28.0,5.0
Chr1,280400,280500,3.4375,27.5,8.0
Chr3,29160300,29160400,3.4375,27.5,8.0
Chr4,2497400,2497500,6.111111111111111,27.5,4.5
Chr9,566900,567000,2.75,27.5,10.0
Chr9,24268500,24268600,7.857142857142857,27.5,3.5
Chr1,4962900,4963000,27.5,27.5,1.0
Chr2,28941500,28941600,3.9285714285714284,27.5,7.0
Chr10,14246100,14246200,2.2916666666666665,27.5,12.0
Chr1,2400600,2400700,2.2916666666666665,27.5,12.0
Chr8,11650700,11650800,2.75,27.5,10.0
Chr7,8748200,8748300,4.230769230769231,27.5,6.5
Chr8,12892000,12892100,13.75,27.5,2.0
Chr7,24729000,24729100,18.333333333333332,27.5,1.5
Chr3,3037400,3037500,27.5,27.5,1.0
Chr1,40666900,40667000,3.235294117647059,27.5,8.5
Chr4,24502100,24502200,3.6666666666666665,27.5,7.5
Chr3,30418100,30418200,6.875,27.5,4.0
Chr2,39849300,39849400,27.5,27.5,1.0
Chr2,33136600,33136700,9.166666666666666,27.5,3.0
Chr1,47593600,47593700,27.5,27.5,1.0
Chr4,21860500,21860600,5.5,27.5,5.0
Chr1,47237600,47237700,4.583333333333333,27.5,6.0
Chr8,14828300,14828400,5.5,27.5,5.0
Chr8,16242900,16243000,27.5,27.5,1.0
Chr7,19732600,19732700,27.5,27.5,1.0
Chr2,38485700,38485800,13.75,27.5,2.0
Chr1,23540800,23540900,2.037037037037037,27.5,13.5
Chr1,43013400,43013500,2.8947368421052633,27.5,9.5
Chr1,40701300,40701400,5.5,27.5,5.0
Chr7,30388400,30388500,6.875,27.5,4.0
Chr1,49012600,49012700,7.857142857142857,27.5,3.5
Chr7,29745300,29745400,27.5,27.5,1.0
Chr3,36609000,36609100,4.583333333333333,27.5,6.0
Chr1,37663200,37663300,6.111111111111111,27.5,4.5
Chr9,1255200,1255300,6.111111111111111,27.5,4.5
Chr1,29064100,29064200,13.75,27.5,2.0
Chr8,24696400,24696500,27.5,27.5,1.0
Chr1,35815200,35815300,3.9285714285714284,27.5,7.0
Chr1,35763800,35763900,2.8947368421052633,27.5,9.5
Chr1,29873600,29873700,27.5,27.5,1.0
Chr4,2669200,2669300,3.0555555555555554,27.5,9.0
Chr7,25482300,25482400,2.391304347826087,27.5,11.5
Chr9,27819600,27819700,3.9285714285714284,27.5,7.0
Chr1,32455300,32455400,18.333333333333332,27.5,1.5
Chr7,24349700,24349800,3.0555555555555554,27.5,9.0
Chr1,18818100,18818200,13.75,27.5,2.0
Chr1,49647300,49647400,6.111111111111111,27.5,4.5
Chr3,34318600,34318700,13.75,27.5,2.0
Chr1,9550500,9550600,5.5,27.5,5.0
Chr4,18826500,18826600,3.4375,27.5,8.0
Chr3,2945700,2945800,9.166666666666666,27.5,3.0
Chr1,6479800,6479900,7.857142857142857,27.5,3.5
Chr3,2806400,2806500,6.875,27.5,4.0
Chr7,11875300,11875400,6.875,27.5,4.0
Chr4,19117200,19117300,27.5,27.5,1.0
Chr9,377600,377700,3.6666666666666665,27.5,7.5
Chr10,9126000,9126100,2.75,27.5,10.0
Chr1,8624100,8624200,5.5,27.5,5.0
Chr3,2492500,2492600,5.5,27.5,5.0
Chr1,9060700,9060800,7.857142857142857,27.5,3.5
Chr3,29751500,29751600,3.9285714285714284,27.5,7.0
Chr10,7301000,7301100,27.5,27.5,1.0
Chr1,9511000,9511100,18.333333333333332,27.5,1.5
Chr8,27743600,27743700,3.0555555555555554,27.5,9.0
Chr9,28568500,28568600,27.5,27.5,1.0
Chr7,13070300,13070400,5.5,27.5,5.0
Chr4,1562900,1563000,13.75,27.5,2.0
Chr9,25368000,25368100,13.75,27.5,2.0
Chr3,33240300,33240400,5.5,27.5,5.0
Chr10,3681300,3681400,4.230769230769231,27.5,6.5
Chr1,14152200,14152300,2.2916666666666665,27.5,12.0
Chr8,4575600,4575700,4.583333333333333,27.5,6.0
Chr8,13794300,13794400,11.0,27.5,2.5
Chr8,4270400,4270500,13.75,27.5,2.0
Chr8,3119100,3119200,6.875,27.5,4.0
Chr3,5289400,5289500,5.5,27.5,5.0
Chr7,14674600,14674700,3.9285714285714284,27.5,7.0
Chr2,32446700,32446800,13.75,27.5,2.0
Chr1,17773400,17773500,5.5,27.5,5.0
Chr6,25910800,25910900,3.0555555555555554,27.5,9.0
Chr6,13795900,13796000,3.6666666666666665,27.5,7.5
Chr9,24061500,24061600,9.166666666666666,27.5,3.0
Chr4,4954400,4954500,4.230769230769231,27.5,6.5
Chr12,1991000,1991100,9.166666666666666,27.5,3.0
Chr6,22799400,22799500,5.0,27.5,5.5
Chr14,17147300,17147400,4.583333333333333,27.5,6.0
Chr14,16996000,16996100,2.391304347826087,27.5,11.5
Chr3,23388900,23389000,9.166666666666666,27.5,3.0
Chr6,21654500,21654600,3.6666666666666665,27.5,7.5
Chr14,15660900,15661000,6.875,27.5,4.0
Chr4,34111600,34111700,3.6666666666666665,27.5,7.5
Chr8,18528100,18528200,13.75,27.5,2.0
Chr5,28000500,28000600,7.857142857142857,27.5,3.5
Chr2,18184200,18184300,3.235294117647059,27.5,8.5
Chr6,20067800,20067900,11.0,27.5,2.5
Chr2,7258600,7258700,27.5,27.5,1.0
Chr4,34592800,34592900,6.875,27.5,4.0
Chr6,19853800,19853900,7.857142857142857,27.5,3.5
Chr3,23140000,23140100,27.5,27.5,1.0
Chr5,29199400,29199500,4.230769230769231,27.5,6.5
Chr8,25661600,25661700,13.75,27.5,2.0
Chr14,12060800,12060900,18.333333333333332,27.5,1.5
Chr3,15634800,15634900,9.166666666666666,27.5,3.0
Chr5,7465700,7465800,6.875,27.5,4.0
Chr15,1105800,1105900,3.235294117647059,27.5,8.5
Chr2,19883300,19883400,3.9285714285714284,27.5,7.0
Chr6,26253300,26253400,5.5,27.5,5.0
Chr4,32345100,32345200,27.5,27.5,1.0
Chr11,19254400,19254500,2.391304347826087,27.5,11.5
Chr2,4537800,4537900,6.875,27.5,4.0
Chr11,19474900,19475000,2.619047619047619,27.5,10.5
Chr14,24300100,24300200,6.875,27.5,4.0
Chr11,20120000,20120100,5.0,27.5,5.5
Chr2,20652900,20653000,18.333333333333332,27.5,1.5
Chr14,23640400,23640500,18.333333333333332,27.5,1.5
Chr2,5039800,5039900,4.230769230769231,27.5,6.5
Chr2,20515400,20515500,9.166666666666666,27.5,3.0
Chr11,21254700,21254800,6.875,27.5,4.0
Chr11,22033000,22033100,4.230769230769231,27.5,6.5
Chr5,8267700,8267800,6.111111111111111,27.5,4.5
Chr2,20241000,20241100,5.5,27.5,5.0
Chr5,24561200,24561300,27.5,27.5,1.0
Chr11,23324300,23324400,13.75,27.5,2.0
Chr5,24663000,24663100,5.5,27.5,5.0
Chr14,20790000,20790100,2.8947368421052633,27.5,9.5
Chr6,18528300,18528400,2.8947368421052633,27.5,9.5
Chr9,19063000,19063100,2.5,27.5,11.0
Chr4,5313200,5313300,13.75,27.5,2.0
Chr6,17194200,17194300,3.4375,27.5,8.0
Chr9,13559300,13559400,4.583333333333333,27.5,6.0
Chr13,6797300,6797400,5.5,27.5,5.0
Chr6,8517300,8517400,2.037037037037037,27.5,13.5
Chr3,20631400,20631500,5.5,27.5,5.0
Chr5,3742300,3742400,3.9285714285714284,27.5,7.0
Chr14,2157800,2157900,5.5,27.5,5.0
Chr5,3795700,3795800,3.9285714285714284,27.5,7.0
Chr6,698600,698700,3.9285714285714284,27.5,7.0
Chr4,6621600,6621700,3.235294117647059,27.5,8.5
Chr13,12042600,12042700,4.230769230769231,27.5,6.5
Chr9,14071600,14071700,3.9285714285714284,27.5,7.0
Chr14,141600,141700,4.583333333333333,27.5,6.0
Chr3,19680100,19680200,4.583333333333333,27.5,6.0
Chr2,11296900,11297000,13.75,27.5,2.0
Chr13,19179400,19179500,27.5,27.5,1.0
Chr13,19351100,19351200,4.230769230769231,27.5,6.5
Chr6,2915500,2915600,5.0,27.5,5.5
Chr2,11052900,11053000,2.2,27.5,12.5
Chr13,22785500,22785600,3.9285714285714284,27.5,7.0
Chr13,6363400,6363500,3.235294117647059,27.5,8.5
Chr5,33445300,33445400,27.5,27.5,1.0
Chr13,4593000,4593100,13.75,27.5,2.0
Chr12,20052000,20052100,13.75,27.5,2.0
Chr14,11812900,11813000,3.4375,27.5,8.0
Chr4,5359900,5360000,11.0,27.5,2.5
Chr12,15527300,15527400,3.235294117647059,27.5,8.5
Chr6,16526400,16526500,3.9285714285714284,27.5,7.0
Chr2,16654000,16654100,27.5,27.5,1.0
Chr2,16126500,16126600,4.583333333333333,27.5,6.0
Chr14,10721600,10721700,5.0,27.5,5.5
Chr14,10593700,10593800,9.166666666666666,27.5,3.0
Chr9,3374100,3374200,3.0555555555555554,27.5,9.0
Chr14,6044400,6044500,6.875,27.5,4.0
Chr6,13560700,13560800,6.875,27.5,4.0
Chr6,12852500,12852600,13.75,27.5,2.0
Chr6,12807400,12807500,2.5,27.5,11.0
Chr6,12333600,12333700,9.166666666666666,27.5,3.0
Chr14,7863200,7863300,2.5,27.5,11.0
Chr5,2815400,2815500,4.583333333333333,27.5,6.0
Chr13,3238700,3238800,6.875,27.5,4.0
Chr13,3316500,3316600,7.857142857142857,27.5,3.5
Chr9,4909800,4909900,2.8947368421052633,27.5,9.5
Chr13,20615300,20615400,3.0555555555555554,27.5,9.0
Chr2,25179300,25179400,6.111111111111111,27.5,4.5
Chr5,18769300,18769400,6.875,27.5,4.0
Chr10,21625300,21625400,2.75,27.5,10.0
Chr2,23959600,23959700,3.235294117647059,27.5,8.5
Chr6,31302100,31302200,5.5,27.5,5.0
Chr11,6808800,6808900,2.1153846153846154,27.5,13.0
Chr11,6672400,6672500,6.875,27.5,4.0
Chr15,5833900,5834000,18.333333333333332,27.5,1.5
Chr2,2796300,2796400,13.75,27.5,2.0
Chr9,8432600,8432700,6.875,27.5,4.0
Chr5,20212900,20213000,3.9285714285714284,27.5,7.0
Chr11,5956100,5956200,2.5,27.5,11.0
Chr11,5916400,5916500,3.4375,27.5,8.0
Chr5,20083600,20083700,2.037037037037037,27.5,13.5
Chr15,20648300,20648400,3.0555555555555554,27.5,9.0
Chr7,587600,587700,5.5,27.5,5.0
Chr4,11400100,11400200,6.111111111111111,27.5,4.5
Chr9,21317800,21317900,27.5,27.5,1.0
Chr4,30592600,30592700,6.875,27.5,4.0
Chr4,29221800,29221900,3.4375,27.5,8.0
Chr3,27229100,27229200,18.333333333333332,27.5,1.5
Chr11,17711800,17711900,5.5,27.5,5.0
Chr11,1804600,1804700,5.5,27.5,5.0
Chr10,23473300,23473400,13.75,27.5,2.0
Chr3,27898400,27898500,13.75,27.5,2.0
Chr15,11572900,11573000,3.235294117647059,27.5,8.5
Chr10,24754200,24754300,2.619047619047619,27.5,10.5
Chr11,173700,173800,2.2916666666666665,27.5,12.0
Chr10,26636300,26636400,2.5,27.5,11.0
Chr3,13564000,13564100,27.5,27.5,1.0
Chr7,3732000,3732100,5.5,27.5,5.0
Chr9,7102700,7102800,13.75,27.5,2.0
Chr2,27424900,27425000,9.166666666666666,27.5,3.0
Chr15,6428300,6428400,3.9285714285714284,27.5,7.0
Chr5,21645400,21645500,5.5,27.5,5.0
Chr5,22572400,22572500,9.166666666666666,27.5,3.0
Chr5,11330200,11330300,2.75,27.5,10.0
Chr11,13508600,13508700,2.2916666666666665,27.5,12.0
Chr2,27741600,27741700,27.5,27.5,1.0
Chr6,27733300,27733400,27.5,27.5,1.0
Chr3,7700000,7700100,6.875,27.5,4.0
Chr15,23085100,23085200,18.333333333333332,27.5,1.5
Chr10,20018800,20018900,4.583333333333333,27.5,6.0
Chr2,22193600,22193700,9.166666666666666,27.5,3.0
Chr2,22147200,22147300,27.5,27.5,1.0
Chr8,21543100,21543200,27.5,27.5,1.0
Chr10,19717500,19717600,2.75,27.5,10.0
Chr11,16099800,16099900,5.5,27.5,5.0
Chr2,21825900,21826000,3.235294117647059,27.5,8.5
Chr11,16810500,16810600,5.0,27.5,5.5
Chr4,32122700,32122800,7.857142857142857,27.5,3.5
Chr11,12591900,12592000,6.111111111111111,27.5,4.5
Chr11,13422400,13422500,4.583333333333333,27.5,6.0
Chr2,26015400,26015500,9.166666666666666,27.5,3.0
Chr5,13346100,13346200,9.166666666666666,27.5,3.0
Chr5,22264200,22264300,3.235294117647059,27.5,8.5
Chr9,21171300,21171400,6.875,27.5,4.0
Chr5,22531400,22531500,7.857142857142857,27.5,3.5
Chr2,23411600,23411700,2.391304347826087,27.5,11.5
Chr9,12766600,12766700,3.857142857142857,27.0,7.0
Chr2,8367100,8367200,3.0,27.0,9.0
Chr1,20381400,20381500,2.25,27.0,12.0
Chr8,12448100,12448200,13.5,27.0,2.0
Chr5,15694400,15694500,4.5,27.0,6.0
Chr1,23395900,23396000,2.16,27.0,12.5
Chr9,3902900,3903000,2.347826086956522,27.0,11.5
Chr2,39779800,39779900,18.0,27.0,1.5
Chr14,159800,159900,9.0,27.0,3.0
Chr1,23513800,23513900,6.75,27.0,4.0
Chr14,6904000,6904100,4.5,27.0,6.0
Chr5,15714500,15714600,10.8,27.0,2.5
Chr3,12873700,12873800,10.8,27.0,2.5
Chr5,13586700,13586800,3.0,27.0,9.0
Chr2,39080100,39080200,27.0,27.0,1.0
Chr13,23407600,23407700,9.0,27.0,3.0
Chr15,19058500,19058600,2.076923076923077,27.0,13.0
Chr1,2087800,2087900,27.0,27.0,1.0
Chr3,12240600,12240700,6.75,27.0,4.0
Chr3,32556100,32556200,3.0,27.0,9.0
Chr8,22184500,22184600,5.4,27.0,5.0
Chr5,14816400,14816500,9.0,27.0,3.0
Chr5,33729200,33729300,2.8421052631578947,27.0,9.5
Chr8,11981200,11981300,5.4,27.0,5.0
Chr5,33416100,33416200,13.5,27.0,2.0
Chr5,33574600,33574700,4.909090909090909,27.0,5.5
Chr2,8769000,8769100,10.8,27.0,2.5
Chr1,945300,945400,3.857142857142857,27.0,7.0
Chr6,343400,343500,18.0,27.0,1.5
Chr14,8867700,8867800,4.5,27.0,6.0
Chr9,5988000,5988100,5.4,27.0,5.0
Chr6,685900,686000,5.4,27.0,5.0
Chr15,1208000,1208100,6.0,27.0,4.5
Chr3,35838000,35838100,27.0,27.0,1.0
Chr1,16122600,16122700,2.25,27.0,12.0
Chr14,15675200,15675300,4.153846153846154,27.0,6.5
Chr14,15769000,15769100,6.75,27.0,4.0
Chr8,3420300,3420400,9.0,27.0,3.0
Chr8,21143500,21143600,3.6,27.0,7.5
Chr14,18205900,18206000,2.347826086956522,27.0,11.5
Chr1,6912000,6912100,27.0,27.0,1.0
Chr9,11199000,11199100,9.0,27.0,3.0
Chr1,13355200,13355300,3.375,27.0,8.0
Chr8,13699500,13699600,3.0,27.0,9.0
Chr5,24878900,24879000,4.5,27.0,6.0
Chr4,19104700,19104800,4.153846153846154,27.0,6.5
Chr13,21898200,21898300,3.857142857142857,27.0,7.0
Chr3,15076900,15077000,27.0,27.0,1.0
Chr8,5960400,5960500,5.4,27.0,5.0
Chr8,5973600,5973700,4.5,27.0,6.0
Chr4,19212300,19212400,3.375,27.0,8.0
Chr15,2090900,2091000,9.0,27.0,3.0
Chr14,23947600,23947700,4.153846153846154,27.0,6.5
Chr5,23605200,23605300,2.5714285714285716,27.0,10.5
Chr8,6788900,6789000,10.8,27.0,2.5
Chr8,13567000,13567100,6.75,27.0,4.0
Chr14,15528800,15528900,5.4,27.0,5.0
Chr14,13708000,13708100,27.0,27.0,1.0
Chr1,3293500,3293600,6.75,27.0,4.0
Chr15,8279200,8279300,2.8421052631578947,27.0,9.5
Chr8,1331100,1331200,9.0,27.0,3.0
Chr4,12925900,12926000,27.0,27.0,1.0
Chr1,19263000,19263100,2.5714285714285716,27.0,10.5
Chr14,10262600,10262700,27.0,27.0,1.0
Chr5,30910100,30910200,9.0,27.0,3.0
Chr15,13422500,13422600,2.5714285714285716,27.0,10.5
Chr3,35420900,35421000,9.0,27.0,3.0
Chr15,10631800,10631900,9.0,27.0,3.0
Chr5,30173300,30173400,7.714285714285714,27.0,3.5
Chr8,27412100,27412200,13.5,27.0,2.0
Chr8,9793700,9793800,4.5,27.0,6.0
Chr8,2280600,2280700,9.0,27.0,3.0
Chr5,29819700,29819800,3.176470588235294,27.0,8.5
Chr14,12039500,12039600,13.5,27.0,2.0
Chr2,2132400,2132500,4.153846153846154,27.0,6.5
Chr1,5161100,5161200,3.6,27.0,7.5
Chr8,2620800,2620900,3.6,27.0,7.5
Chr1,5237100,5237200,18.0,27.0,1.5
Chr8,9502200,9502300,13.5,27.0,2.0
Chr9,4271400,4271500,5.4,27.0,5.0
Chr2,2310800,2310900,3.6,27.0,7.5
Chr5,8026500,8026600,27.0,27.0,1.0
Chr13,1101300,1101400,5.4,27.0,5.0
Chr6,2240300,2240400,3.0,27.0,9.0
Chr4,31169600,31169700,7.714285714285714,27.0,3.5
Chr7,12929100,12929200,6.75,27.0,4.0
Chr2,30954800,30954900,4.153846153846154,27.0,6.5
Chr11,7024200,7024300,5.4,27.0,5.0
Chr6,30495300,30495400,7.714285714285714,27.0,3.5
Chr11,9340000,9340100,2.25,27.0,12.0
Chr11,9662200,9662300,27.0,27.0,1.0
Chr11,10446300,10446400,4.909090909090909,27.0,5.5
Chr2,32042600,32042700,3.6,27.0,7.5
Chr7,14270300,14270400,7.714285714285714,27.0,3.5
Chr6,27163800,27163900,2.25,27.0,12.0
Chr11,17587700,17587800,2.7,27.0,10.0
Chr6,26272700,26272800,10.8,27.0,2.5
Chr7,14910000,14910100,4.909090909090909,27.0,5.5
Chr2,21322300,21322400,4.909090909090909,27.0,5.5
Chr11,18219400,18219500,4.909090909090909,27.0,5.5
Chr7,15898900,15899000,2.25,27.0,12.0
Chr8,18087200,18087300,27.0,27.0,1.0
Chr15,23339600,23339700,4.153846153846154,27.0,6.5
Chr1,57600,57700,5.4,27.0,5.0
Chr9,2845100,2845200,9.0,27.0,3.0
Chr7,16673300,16673400,3.0,27.0,9.0
Chr2,33076400,33076500,2.7,27.0,10.0
Chr9,26289400,26289500,2.7,27.0,10.0
Chr6,24950300,24950400,13.5,27.0,2.0
Chr8,18143300,18143400,18.0,27.0,1.5
Chr9,14921800,14921900,2.5714285714285716,27.0,10.5
Chr2,20035900,20036000,7.714285714285714,27.0,3.5
Chr1,46672100,46672200,6.0,27.0,4.5
Chr6,23820600,23820700,27.0,27.0,1.0
Chr11,6181000,6181100,9.0,27.0,3.0
Chr3,29868300,29868400,27.0,27.0,1.0
Chr1,45843400,45843500,2.25,27.0,12.0
Chr10,7662200,7662300,4.5,27.0,6.0
Chr10,16040100,16040200,2.4545454545454546,27.0,11.0
Chr9,23632200,23632300,4.153846153846154,27.0,6.5
Chr7,6518700,6518800,7.714285714285714,27.0,3.5
Chr3,28433800,28433900,10.8,27.0,2.5
Chr2,28960500,28960600,5.4,27.0,5.0
Chr7,6054900,6055000,27.0,27.0,1.0
Chr10,15334200,15334300,27.0,27.0,1.0
Chr7,9402000,9402100,3.857142857142857,27.0,7.0
Chr8,17396700,17396800,6.0,27.0,4.5
Chr7,5143300,5143400,3.375,27.0,8.0
Chr9,23386000,23386100,13.5,27.0,2.0
Chr10,23325200,23325300,3.375,27.0,8.0
Chr10,24720900,24721000,4.153846153846154,27.0,6.5
Chr9,22939500,22939600,4.5,27.0,6.0
Chr10,11974000,11974100,3.0,27.0,9.0
Chr10,26338300,26338400,2.076923076923077,27.0,13.0
Chr10,11609600,11609700,3.0,27.0,9.0
Chr3,27479700,27479800,4.5,27.0,6.0
Chr4,30029700,30029800,4.153846153846154,27.0,6.5
Chr7,1866600,1866700,9.0,27.0,3.0
Chr11,1616100,1616200,27.0,27.0,1.0
Chr4,26444300,26444400,5.4,27.0,5.0
Chr10,9136300,9136400,9.0,27.0,3.0
Chr4,30653700,30653800,27.0,27.0,1.0
Chr11,3797100,3797200,4.5,27.0,6.0
Chr2,30538400,30538500,4.909090909090909,27.0,5.5
Chr11,4406900,4407000,7.714285714285714,27.0,3.5
Chr7,323100,323200,6.75,27.0,4.0
Chr11,5598600,5598700,2.5714285714285716,27.0,10.5
Chr11,25487600,25487700,4.153846153846154,27.0,6.5
Chr7,17257100,17257200,13.5,27.0,2.0
Chr12,19699100,19699200,3.0,27.0,9.0
Chr4,13770600,13770700,4.5,27.0,6.0
Chr9,17915300,17915400,2.8421052631578947,27.0,9.5
Chr13,16808200,16808300,6.75,27.0,4.0
Chr6,5946700,5946800,2.4545454545454546,27.0,11.0
Chr13,13819700,13819800,3.0,27.0,9.0
Chr12,22617000,22617100,5.4,27.0,5.0
Chr12,22880000,22880100,27.0,27.0,1.0
Chr1,45201700,45201800,9.0,27.0,3.0
Chr6,12300700,12300800,27.0,27.0,1.0
Chr13,804500,804600,9.0,27.0,3.0
Chr2,28094400,28094500,3.375,27.0,8.0
Chr2,14328700,14328800,7.714285714285714,27.0,3.5
Chr13,1889200,1889300,5.4,27.0,5.0
Chr13,2804700,2804800,6.0,27.0,4.5
Chr13,4310800,4310900,10.8,27.0,2.5
Chr7,25833300,25833400,3.375,27.0,8.0
Chr6,9517500,9517600,6.75,27.0,4.0
Chr1,30387500,30387600,3.0,27.0,9.0
Chr6,9439800,9439900,7.714285714285714,27.0,3.5
Chr2,12347200,12347300,27.0,27.0,1.0
Chr2,13073500,13073600,6.75,27.0,4.0
Chr9,16858800,16858900,4.5,27.0,6.0
Chr13,11243200,11243300,7.714285714285714,27.0,3.5
Chr13,8049700,8049800,5.4,27.0,5.0
Chr2,12829800,12829900,3.6,27.0,7.5
Chr6,6948100,6948200,4.5,27.0,6.0
Chr6,15030400,15030500,2.5714285714285716,27.0,10.5
Chr2,37292300,37292400,2.076923076923077,27.0,13.0
Chr12,15178400,15178500,27.0,27.0,1.0
Chr4,16358600,16358700,2.5714285714285716,27.0,10.5
Chr4,14055900,14056000,3.857142857142857,27.0,7.0
Chr6,22045700,22045800,6.0,27.0,4.5
Chr6,2593600,2593700,9.0,27.0,3.0
Chr4,22502100,22502200,4.5,27.0,6.0
Chr1,42094500,42094600,3.375,27.0,8.0
Chr6,21965800,21965900,6.75,27.0,4.0
Chr6,21772400,21772500,3.857142857142857,27.0,7.0
Chr7,21679800,21679900,5.4,27.0,5.0
Chr6,21050000,21050100,4.153846153846154,27.0,6.5
Chr2,18214300,18214400,2.7,27.0,10.0
Chr3,9507200,9507300,10.8,27.0,2.5
Chr6,20114000,20114100,2.7,27.0,10.0
Chr12,8053000,8053100,9.0,27.0,3.0
Chr8,18822600,18822700,4.153846153846154,27.0,6.5
Chr1,38541000,38541100,3.375,27.0,8.0
Chr2,37771500,37771600,18.0,27.0,1.5
Chr6,18864400,18864500,27.0,27.0,1.0
Chr13,17469700,17469800,27.0,27.0,1.0
Chr4,23307100,23307200,3.6,27.0,7.5
Chr12,12825400,12825500,3.375,27.0,8.0
Chr1,37462600,37462700,2.5714285714285716,27.0,10.5
Chr3,28817900,28818000,3.3125,26.5,8.0
Chr8,27112700,27112800,3.7857142857142856,26.5,7.0
Chr3,28340700,28340800,6.625,26.5,4.0
Chr8,25808400,25808500,8.833333333333334,26.5,3.0
Chr4,12389000,12389100,3.533333333333333,26.5,7.5
Chr3,18700800,18700900,5.3,26.5,5.0
Chr4,17555800,17555900,8.833333333333334,26.5,3.0
Chr3,15284300,15284400,3.533333333333333,26.5,7.5
Chr4,16449300,16449400,2.3043478260869565,26.5,11.5
Chr4,15322500,15322600,4.416666666666667,26.5,6.0
Chr3,14870100,14870200,7.571428571428571,26.5,3.5
Chr4,197800,197900,2.65,26.5,10.0
Chr3,23711700,23711800,26.5,26.5,1.0
Chr3,23515900,23516000,10.6,26.5,2.5
Chr3,24838900,24839000,2.2083333333333335,26.5,12.0
Chr3,23504000,23504100,10.6,26.5,2.5
Chr3,6670100,6670200,13.25,26.5,2.0
Chr3,25931500,25931600,4.818181818181818,26.5,5.5
Chr8,28571700,28571800,10.6,26.5,2.5
Chr3,32852300,32852400,2.0384615384615383,26.5,13.0
Chr3,21850300,21850400,13.25,26.5,2.0
Chr4,5761200,5761300,2.789473684210526,26.5,9.5
Chr3,17094500,17094600,3.1176470588235294,26.5,8.5
Chr3,32650600,32650700,5.888888888888889,26.5,4.5
Chr8,30100800,30100900,3.7857142857142856,26.5,7.0
Chr3,11845600,11845700,3.533333333333333,26.5,7.5
Chr3,35191300,35191400,3.3125,26.5,8.0
Chr6,10469500,10469600,2.5238095238095237,26.5,10.5
Chr9,7464800,7464900,4.076923076923077,26.5,6.5
Chr10,24139200,24139300,4.818181818181818,26.5,5.5
Chr15,17662700,17662800,2.3043478260869565,26.5,11.5
Chr15,17645100,17645200,2.409090909090909,26.5,11.0
Chr9,7025200,7025300,3.3125,26.5,8.0
Chr10,26077500,26077600,3.1176470588235294,26.5,8.5
Chr7,2299200,2299300,3.7857142857142856,26.5,7.0
Chr11,2444600,2444700,26.5,26.5,1.0
Chr11,2615500,2615600,10.6,26.5,2.5
Chr15,15596900,15597000,26.5,26.5,1.0
Chr15,15327500,15327600,2.3043478260869565,26.5,11.5
Chr9,22216400,22216500,2.3043478260869565,26.5,11.5
Chr15,14417400,14417500,3.7857142857142856,26.5,7.0
Chr11,4887600,4887700,5.3,26.5,5.0
Chr9,21529200,21529300,13.25,26.5,2.0
Chr15,19339600,19339700,10.6,26.5,2.5
Chr15,11996700,11996800,4.076923076923077,26.5,6.5
Chr15,11284000,11284100,2.409090909090909,26.5,11.0
Chr5,18301500,18301600,2.5238095238095237,26.5,10.5
Chr11,7890200,7890300,13.25,26.5,2.0
Chr15,9195900,9196000,26.5,26.5,1.0
Chr11,8482000,8482100,2.789473684210526,26.5,9.5
Chr6,29625400,29625500,5.3,26.5,5.0
Chr6,29495400,29495500,13.25,26.5,2.0
Chr9,8806900,8807000,5.888888888888889,26.5,4.5
Chr15,6224500,6224600,2.789473684210526,26.5,9.5
Chr6,28572800,28572900,13.25,26.5,2.0
Chr5,20814100,20814200,4.416666666666667,26.5,6.0
Chr11,14953000,14953100,3.1176470588235294,26.5,8.5
Chr15,18869400,18869500,6.625,26.5,4.0
Chr15,19734100,19734200,13.25,26.5,2.0
Chr1,48361000,48361100,8.833333333333334,26.5,3.0
Chr7,11051600,11051700,26.5,26.5,1.0
Chr7,14558000,14558100,2.12,26.5,12.5
Chr10,2308200,2308300,5.3,26.5,5.0
Chr2,8607900,8608000,3.7857142857142856,26.5,7.0
Chr2,8593000,8593100,26.5,26.5,1.0
Chr2,8055200,8055300,3.533333333333333,26.5,7.5
Chr7,12814700,12814800,5.888888888888889,26.5,4.5
Chr7,12765400,12765500,2.3043478260869565,26.5,11.5
Chr10,8412900,8413000,7.571428571428571,26.5,3.5
Chr2,6001200,6001300,8.833333333333334,26.5,3.0
